"sampling","fs","classifier","data","cv f1","train f1","test f1","test auc","test precision","test recall","test accuracy","test precision (1)","test recall (1)","test f1 (1)","test precision (0)","test recall (0)","test f1 (0)"
"raw","embedded: rlr_l1","knn","genomic_epidemiological","0,6759","1,0000","0,6852","0,5402","0,6632","0,7222","0,7222","0,2500","0,1250","0,1667","0,7813","0,8929","0,8333"
"smote_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6730","0,9861","0,7222","0,6696","0,7222","0,7222","0,7222","0,3750","0,3750","0,3750","0,8214","0,8214","0,8214"
"up_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6715","1,0000","0,6667","0,5938","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"raw","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6702","0,9724","0,7222","0,6518","0,7222","0,7222","0,7222","0,3750","0,3750","0,3750","0,8214","0,8214","0,8214"
"up_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,6683","0,7259","0,6572","0,5603","0,6828","0,6389","0,6389","0,2727","0,3750","0,3158","0,8000","0,7143","0,7547"
"raw","filter: anova","linear_svm","genomic_epidemiological","0,6671","1,0000","0,6667","0,5804","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"up_sample","filter: anova","linear_svm","genomic_epidemiological","0,6671","1,0000","0,6667","0,5804","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"smote_sample","filter: anova","linear_svm","genomic_epidemiological","0,6671","1,0000","0,6667","0,5804","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"raw","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,4866","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6667","0,3504","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"smote_sample","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,5536","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","filter: anova","knn","genomic_epidemiological","0,6671","0,8024","0,6806","0,3996","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","wrapper: rfe_lr","knn","genomic_epidemiological","0,6671","0,6667","0,6806","0,6451","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","embedded: rlr_l1","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,5424","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,3304","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,6668","0,6800","0,7191","0,7299","0,7926","0,6944","0,6944","0,4000","0,7500","0,5217","0,9048","0,6786","0,7755"
"down_sample","filter: anova","knn","genomic_epidemiological","0,6664","0,9715","0,6852","0,4487","0,6632","0,7222","0,7222","0,2500","0,1250","0,1667","0,7813","0,8929","0,8333"
"up_sample","filter: anova","knn","genomic_epidemiological","0,6559","0,9650","0,6222","0,4621","0,5833","0,6667","0,6667","0,0000","0,0000","0,0000","0,7500","0,8571","0,8000"
"down_sample","filter: anova","linear_svm","genomic_epidemiological","0,6506","1,0000","0,7072","0,5402","0,6963","0,7222","0,7222","0,3333","0,2500","0,2857","0,8000","0,8571","0,8276"
"down_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6462","0,9067","0,6170","0,5848","0,6889","0,5833","0,5833","0,2667","0,5000","0,3478","0,8095","0,6071","0,6939"
"down_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6209","0,7856","0,6435","0,6786","0,7306","0,6111","0,6111","0,3125","0,6250","0,4167","0,8500","0,6071","0,7083"
"down_sample","filter: anova","rf","genomic_epidemiological","0,6001","0,9131","0,6170","0,4643","0,6889","0,5833","0,5833","0,2667","0,5000","0,3478","0,8095","0,6071","0,6939"
"down_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,5986","0,8875","0,4592","0,4487","0,6127","0,4167","0,4167","0,1905","0,5000","0,2759","0,7333","0,3929","0,5116"
"smote_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,3783","0,5505","0,3889","0,6228","0,7361","0,3889","0,3889","0,2500","0,8750","0,3889","0,8750","0,2500","0,3889"
"smote_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,3106","0,4827","0,1762","0,4799","0,5657","0,2500","0,2500","0,2121","0,8750","0,3415","0,6667","0,0714","0,1290"
"smote_sample","filter: anova","knn","genomic_epidemiological","0,0876","0,0876","0,0808","0,5000","0,0494","0,2222","0,2222","0,2222","1,0000","0,3636","0,0000","0,0000","0,0000"
