"sampling","fs","classifier","data","cv f1","train f1","test f1","test auc","test precision","test recall","test accuracy","test precision (1)","test recall (1)","test f1 (1)","test precision (0)","test recall (0)","test f1 (0)"
"raw","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6781","1,0000","0,6806","0,3214","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6781","1,0000","0,6806","0,3214","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,6756","0,8295","0,6435","0,6473","0,7306","0,6111","0,6111","0,3125","0,6250","0,4167","0,8500","0,6071","0,7083"
"smote_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,6700","0,6427","0,5926","0,6071","0,6778","0,5556","0,5556","0,2500","0,5000","0,3333","0,8000","0,5714","0,6667"
"raw","filter: anova","linear_svm","genomic_epidemiological","0,6671","1,0000","0,6806","0,3348","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","filter: anova","linear_svm","genomic_epidemiological","0,6671","1,0000","0,6806","0,3527","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","filter: anova","linear_svm","genomic_epidemiological","0,6671","1,0000","0,6806","0,3348","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","filter: anova","linear_svm","genomic_epidemiological","0,6671","1,0000","0,6806","0,3348","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,4531","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,4777","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","filter: anova","knn","genomic_epidemiological","0,6671","0,9637","0,6806","0,5446","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","filter: anova","knn","genomic_epidemiological","0,6671","0,9929","0,6806","0,5112","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","filter: anova","knn","genomic_epidemiological","0,6671","1,0000","0,6806","0,5469","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6671","1,0000","0,6667","0,3772","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"up_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,4353","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,3839","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6554","1,0000","0,6852","0,4911","0,6632","0,7222","0,7222","0,2500","0,1250","0,1667","0,7813","0,8929","0,8333"
"down_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6536","1,0000","0,7034","0,4063","0,6869","0,7500","0,7500","0,3333","0,1250","0,1818","0,7879","0,9286","0,8525"
"up_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6536","1,0000","0,7034","0,4063","0,6869","0,7500","0,7500","0,3333","0,1250","0,1818","0,7879","0,9286","0,8525"
"smote_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6232","0,7791","0,4877","0,4531","0,6278","0,4444","0,4444","0,2000","0,5000","0,2857","0,7500","0,4286","0,5455"
"raw","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,5882","0,9067","0,6125","0,4554","0,6600","0,5833","0,5833","0,2308","0,3750","0,2857","0,7826","0,6429","0,7059"
"down_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,2955","0,5002","0,2833","0,7054","0,8333","0,3333","0,3333","0,2500","1,0000","0,4000","1,0000","0,1429","0,2500"
"up_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,2680","0,5341","0,1762","0,4129","0,5657","0,2500","0,2500","0,2121","0,8750","0,3415","0,6667","0,0714","0,1290"
"smote_sample","filter: anova","knn","genomic_epidemiological","0,0876","0,0876","0,0808","0,5000","0,0494","0,2222","0,2222","0,2222","1,0000","0,3636","0,0000","0,0000","0,0000"
