"sampling","fs","classifier","data","cv f1","train f1","test f1","test auc","test precision","test recall","test accuracy","test precision (1)","test recall (1)","test f1 (1)","test precision (0)","test recall (0)","test f1 (0)"
"raw","wrapper: rfe_lr","knn","genomic_epidemiological","0,6671","0,6667","0,6806","0,3683","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6628","0,9861","0,6486","0,2857","0,6333","0,6667","0,6667","0,1667","0,1250","0,1429","0,7667","0,8214","0,7931"
"down_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,6618","0,6358","0,5148","0,3772","0,5852","0,4722","0,4722","0,1333","0,2500","0,1739","0,7143","0,5357","0,6122"
"down_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6235","0,9456","0,6044","0,5848","0,6315","0,5833","0,5833","0,1818","0,2500","0,2105","0,7600","0,6786","0,7170"
"down_sample","filter: anova","rf","genomic_epidemiological","0,6179","0,9131","0,4132","0,4330","0,5267","0,3611","0,3611","0,1053","0,2500","0,1481","0,6471","0,3929","0,4889"
"up_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,5651","0,7141","0,3853","0,2321","0,5083","0,3333","0,3333","0,1000","0,2500","0,1429","0,6250","0,3571","0,4545"
"down_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,5633","0,8113","0,4077","0,3906","0,5503","0,3611","0,3611","0,1429","0,3750","0,2069","0,6667","0,3571","0,4651"
"smote_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,3660","0,6176","0,3157","0,4263","0,5597","0,3056","0,3056","0,1852","0,6250","0,2857","0,6667","0,2143","0,3243"
"smote_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,3014","0,6280","0,1513","0,3460","0,3470","0,1944","0,1944","0,1613","0,6250","0,2564","0,4000","0,0714","0,1212"
"smote_sample","filter: anova","knn","genomic_epidemiological","0,0876","0,0876","0,0808","0,5000","0,0494","0,2222","0,2222","0,2222","1,0000","0,3636","0,0000","0,0000","0,0000"
