"sampling","fs","classifier","data","cv f1","train f1","test f1","test auc","test precision","test recall","test accuracy","test precision (1)","test recall (1)","test f1 (1)","test precision (0)","test recall (0)","test f1 (0)"
"raw","wrapper: rfe_lr","rf","genomic_epidemiological","0,6781","1,0000","0,6806","0,7679","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6720","1,0000","0,6523","0,7455","0,5948","0,7222","0,7222","0,0000","0,0000","0,0000","0,7647","0,9286","0,8387"
"up_sample","filter: anova","knn","genomic_epidemiological","0,6688","1,0000","0,6667","0,7366","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"raw","filter: anova","linear_svm","genomic_epidemiological","0,6671","1,0000","0,6806","0,5982","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","filter: anova","linear_svm","genomic_epidemiological","0,6671","1,0000","0,6806","0,5938","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","filter: anova","linear_svm","genomic_epidemiological","0,6671","1,0000","0,6806","0,5938","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,3750","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,5647","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,7165","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","filter: anova","knn","genomic_epidemiological","0,6671","0,9858","0,6806","0,5446","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,6339","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","wrapper: rfe_lr","knn","genomic_epidemiological","0,6671","0,6667","0,6806","0,7188","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","embedded: rlr_l1","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,6496","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","filter: anova","rf","genomic_epidemiological","0,6643","0,8811","0,6572","0,5915","0,6828","0,6389","0,6389","0,2727","0,3750","0,3158","0,8000","0,7143","0,7547"
"down_sample","filter: anova","linear_svm","genomic_epidemiological","0,6634","1,0000","0,7481","0,6071","0,7431","0,7778","0,7778","0,5000","0,2500","0,3333","0,8125","0,9286","0,8667"
"down_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,6616","0,7483","0,6667","0,4531","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"down_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6354","0,9724","0,7693","0,7946","0,7845","0,8056","0,8056","0,6667","0,2500","0,3636","0,8182","0,9643","0,8852"
"down_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6332","0,8684","0,6408","0,5446","0,6999","0,6111","0,6111","0,2857","0,5000","0,3636","0,8182","0,6429","0,7200"
"up_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,5994","0,6948","0,7551","0,7634","0,7613","0,7500","0,7500","0,4444","0,5000","0,4706","0,8519","0,8214","0,8364"
"down_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,5598","0,7985","0,7222","0,5446","0,7222","0,7222","0,7222","0,3750","0,3750","0,3750","0,8214","0,8214","0,8214"
"smote_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,3228","0,6205","0,3106","0,6317","0,7000","0,3333","0,3333","0,2333","0,8750","0,3684","0,8333","0,1786","0,2941"
"smote_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,3064","0,5921","0,5465","0,6964","0,8489","0,5278","0,5278","0,3200","1,0000","0,4848","1,0000","0,3929","0,5641"
"smote_sample","filter: anova","knn","genomic_epidemiological","0,0876","0,0876","0,0808","0,5000","0,0494","0,2222","0,2222","0,2222","1,0000","0,3636","0,0000","0,0000","0,0000"
