"sampling","fs","classifier","data","cv f1","train f1","test f1","test auc","test precision","test recall","test accuracy","test precision (1)","test recall (1)","test f1 (1)","test precision (0)","test recall (0)","test f1 (0)"
"raw","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6830","1,0000","0,6064","0,4241","0,5771","0,6389","0,6389","0,0000","0,0000","0,0000","0,7419","0,8214","0,7797"
"smote_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6827","1,0000","0,6852","0,5737","0,6632","0,7222","0,7222","0,2500","0,1250","0,1667","0,7813","0,8929","0,8333"
"raw","embedded: rlr_l1","knn","genomic_epidemiological","0,6818","0,9929","0,6806","0,5871","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6786","1,0000","0,6523","0,4464","0,5948","0,7222","0,7222","0,0000","0,0000","0,0000","0,7647","0,9286","0,8387"
"smote_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6786","1,0000","0,6523","0,4464","0,5948","0,7222","0,7222","0,0000","0,0000","0,0000","0,7647","0,9286","0,8387"
"up_sample","filter: anova","knn","genomic_epidemiological","0,6747","0,9858","0,6667","0,4576","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"smote_sample","filter: anova","linear_svm","genomic_epidemiological","0,6671","1,0000","0,6806","0,4375","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,3862","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,5536","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","filter: anova","knn","genomic_epidemiological","0,6671","0,8731","0,6806","0,5268","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","embedded: rlr_l1","rf","genomic_epidemiological","0,6671","1,0000","0,7407","0,4821","0,8444","0,8056","0,8056","1,0000","0,1250","0,2222","0,8000","1,0000","0,8889"
"raw","filter: anova","linear_svm","genomic_epidemiological","0,6636","1,0000","0,6806","0,4375","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","filter: anova","linear_svm","genomic_epidemiological","0,6636","1,0000","0,6806","0,4375","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6512","0,8621","0,5390","0,5313","0,6875","0,5000","0,5000","0,2500","0,6250","0,3571","0,8125","0,4643","0,5909"
"down_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,6421","0,7660","0,7072","0,4754","0,6963","0,7222","0,7222","0,3333","0,2500","0,2857","0,8000","0,8571","0,8276"
"down_sample","filter: anova","rf","genomic_epidemiological","0,6394","0,8748","0,6921","0,6518","0,7511","0,6667","0,6667","0,3571","0,6250","0,4545","0,8636","0,6786","0,7600"
"up_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,6080","0,8478","0,4592","0,4844","0,6127","0,4167","0,4167","0,1905","0,5000","0,2759","0,7333","0,3929","0,5116"
"smote_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,5450","0,7400","0,3106","0,5469","0,7000","0,3333","0,3333","0,2333","0,8750","0,3684","0,8333","0,1786","0,2941"
"smote_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,4127","0,6993","0,3705","0,5402","0,6543","0,3611","0,3611","0,2222","0,7500","0,3429","0,7778","0,2500","0,3784"
"smote_sample","filter: anova","knn","genomic_epidemiological","0,1108","0,0876","0,1363","0,4464","0,8286","0,2500","0,2500","0,2286","1,0000","0,3721","1,0000","0,0357","0,0690"
