"sampling","fs","classifier","data","cv f1","train f1","test f1","test auc","test precision","test recall","test accuracy","test precision (1)","test recall (1)","test f1 (1)","test precision (0)","test recall (0)","test f1 (0)"
"raw","filter: anova","knn","genomic_epidemiological","0,6671","0,9637","0,6806","0,5268","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6671","1,0000","0,7219","0,3929","0,7288","0,7778","0,7778","0,5000","0,1250","0,2000","0,7941","0,9643","0,8710"
"raw","wrapper: rfe_lr","knn","genomic_epidemiological","0,6671","0,6667","0,6806","0,5022","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","embedded: rlr_l1","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,3571","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","filter: anova","knn","genomic_epidemiological","0,6635","0,9929","0,6806","0,5268","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","filter: anova","linear_svm","genomic_epidemiological","0,6634","1,0000","0,6806","0,4420","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","filter: anova","linear_svm","genomic_epidemiological","0,6634","1,0000","0,6806","0,4420","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","filter: anova","linear_svm","genomic_epidemiological","0,6634","1,0000","0,6806","0,4420","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6526","1,0000","0,6667","0,3348","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"down_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,6450","0,7630","0,6111","0,5558","0,6111","0,6111","0,6111","0,1250","0,1250","0,1250","0,7500","0,7500","0,7500"
"down_sample","filter: anova","linear_svm","genomic_epidemiological","0,6422","1,0000","0,6806","0,5000","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6332","0,8730","0,6462","0,5089","0,6543","0,6389","0,6389","0,2222","0,2500","0,2353","0,7778","0,7500","0,7636"
"down_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6193","0,9131","0,6064","0,3906","0,5771","0,6389","0,6389","0,0000","0,0000","0,0000","0,7419","0,8214","0,7797"
"down_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,5967","0,7985","0,6350","0,5469","0,6713","0,6111","0,6111","0,2500","0,3750","0,3000","0,7917","0,6786","0,7308"
"down_sample","filter: anova","rf","genomic_epidemiological","0,5667","0,8304","0,5622","0,6875","0,7376","0,5278","0,5278","0,2857","0,7500","0,4138","0,8667","0,4643","0,6047"
"smote_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,4545","0,5939","0,4592","0,4509","0,6127","0,4167","0,4167","0,1905","0,5000","0,2759","0,7333","0,3929","0,5116"
"smote_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,2564","0,3370","0,0724","0,3348","0,0444","0,1944","0,1944","0,2000","0,8750","0,3256","0,0000","0,0000","0,0000"
"smote_sample","filter: anova","knn","genomic_epidemiological","0,0876","0,0876","0,0808","0,5000","0,0494","0,2222","0,2222","0,2222","1,0000","0,3636","0,0000","0,0000","0,0000"
