"sampling","fs","classifier","data","cv f1","train f1","test f1","test auc","test precision","test recall","test accuracy","test precision (1)","test recall (1)","test f1 (1)","test precision (0)","test recall (0)","test f1 (0)"
"down_sample","filter: anova","linear_svm","genomic_epidemiological","0,6742","0,9930","0,6670","0,2857","0,6466","0,6944","0,6944","0,2000","0,1250","0,1538","0,7742","0,8571","0,8136"
"down_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,6737","1,0000","0,6300","0,2165","0,6218","0,6389","0,6389","0,1429","0,1250","0,1333","0,7586","0,7857","0,7719"
"up_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,6717","1,0000","0,6375","0,2299","0,5892","0,6944","0,6944","0,0000","0,0000","0,0000","0,7576","0,8929","0,8197"
"raw","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6704","1,0000","0,6523","0,2411","0,5948","0,7222","0,7222","0,0000","0,0000","0,0000","0,7647","0,9286","0,8387"
"up_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6704","1,0000","0,6523","0,2411","0,5948","0,7222","0,7222","0,0000","0,0000","0,0000","0,7647","0,9286","0,8387"
"smote_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6704","1,0000","0,6523","0,2411","0,5948","0,7222","0,7222","0,0000","0,0000","0,0000","0,7647","0,9286","0,8387"
"raw","embedded: rlr_l1","knn","genomic_epidemiological","0,6687","0,9712","0,6667","0,3371","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"raw","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,2344","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,3348","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,3371","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","filter: anova","knn","genomic_epidemiological","0,6671","0,9562","0,6667","0,3571","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"raw","embedded: rlr_l1","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,3527","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6610","1,0000","0,6111","0,2679","0,6111","0,6111","0,6111","0,1250","0,1250","0,1250","0,7500","0,7500","0,7500"
"down_sample","filter: anova","rf","genomic_epidemiological","0,6500","0,8494","0,6680","0,5067","0,7407","0,6389","0,6389","0,3333","0,6250","0,4348","0,8571","0,6429","0,7347"
"down_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6482","0,8621","0,5148","0,3371","0,5852","0,4722","0,4722","0,1333","0,2500","0,1739","0,7143","0,5357","0,6122"
"down_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,6314","0,7017","0,5517","0,2321","0,5802","0,5278","0,5278","0,0909","0,1250","0,1053","0,7200","0,6429","0,6792"
"down_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6226","0,9523","0,6667","0,6384","0,6667","0,6667","0,6667","0,2500","0,2500","0,2500","0,7857","0,7857","0,7857"
"up_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,6068","0,6842","0,7434","0,7545","0,8023","0,7222","0,7222","0,4286","0,7500","0,5455","0,9091","0,7143","0,8000"
"down_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,5713","0,7727","0,5034","0,5067","0,7161","0,4722","0,4722","0,2609","0,7500","0,3871","0,8462","0,3929","0,5366"
"smote_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,3923","0,6280","0,3508","0,5603","0,7203","0,3611","0,3611","0,2414","0,8750","0,3784","0,8571","0,2143","0,3429"
"smote_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,2723","0,4277","0,2373","0,5759","0,8316","0,3056","0,3056","0,2424","1,0000","0,3902","1,0000","0,1071","0,1935"
"smote_sample","filter: anova","knn","genomic_epidemiological","0,0876","0,1163","0,0808","0,5179","0,0494","0,2222","0,2222","0,2222","1,0000","0,3636","0,0000","0,0000","0,0000"
