"sampling","fs","classifier","data","cv f1","train f1","test f1","test auc","test precision","test recall","test accuracy","test precision (1)","test recall (1)","test f1 (1)","test precision (0)","test recall (0)","test f1 (0)"
"raw","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6794","1,0000","0,6523","0,5313","0,5948","0,7222","0,7222","0,0000","0,0000","0,0000","0,7647","0,9286","0,8387"
"up_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6794","1,0000","0,6523","0,5313","0,5948","0,7222","0,7222","0,0000","0,0000","0,0000","0,7647","0,9286","0,8387"
"smote_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6794","1,0000","0,6523","0,5313","0,5948","0,7222","0,7222","0,0000","0,0000","0,0000","0,7647","0,9286","0,8387"
"up_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6784","1,0000","0,6667","0,4219","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"raw","filter: anova","knn","genomic_epidemiological","0,6781","0,9637","0,7407","0,7768","0,8444","0,8056","0,8056","1,0000","0,1250","0,2222","0,8000","1,0000","0,8889"
"down_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6776","0,9260","0,5167","0,4754","0,6123","0,4722","0,4722","0,1765","0,3750","0,2400","0,7368","0,5000","0,5957"
"raw","embedded: rlr_l1","rf","genomic_epidemiological","0,6746","1,0000","0,6806","0,6607","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6734","1,0000","0,6806","0,5647","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","wrapper: rfe_lr","knn","genomic_epidemiological","0,6684","0,7517","0,6375","0,2277","0,5892","0,6944","0,6944","0,0000","0,0000","0,0000","0,7576","0,8929","0,8197"
"raw","filter: anova","linear_svm","genomic_epidemiological","0,6673","1,0000","0,7407","0,5848","0,8444","0,8056","0,8056","1,0000","0,1250","0,2222","0,8000","1,0000","0,8889"
"up_sample","filter: anova","linear_svm","genomic_epidemiological","0,6673","1,0000","0,7407","0,5848","0,8444","0,8056","0,8056","1,0000","0,1250","0,2222","0,8000","1,0000","0,8889"
"smote_sample","filter: anova","linear_svm","genomic_epidemiological","0,6673","1,0000","0,7407","0,5848","0,8444","0,8056","0,8056","1,0000","0,1250","0,2222","0,8000","1,0000","0,8889"
"raw","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,5424","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,7407","0,5982","0,8444","0,8056","0,8056","1,0000","0,1250","0,2222","0,8000","1,0000","0,8889"
"raw","wrapper: rfe_lr","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,5893","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6342","0,8621","0,5152","0,5625","0,6416","0,4722","0,4722","0,2105","0,5000","0,2963","0,7647","0,4643","0,5778"
"up_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,5936","0,7561","0,5659","0,4174","0,6370","0,5278","0,5278","0,2000","0,3750","0,2609","0,7619","0,5714","0,6531"
"down_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,5529","0,6546","0,5152","0,4531","0,6416","0,4722","0,4722","0,2105","0,5000","0,2963","0,7647","0,4643","0,5778"
"smote_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,4620","0,4915","0,2236","0,5603","0,6319","0,2778","0,2778","0,2188","0,8750","0,3500","0,7500","0,1071","0,1875"
"smote_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,4361","0,6592","0,2778","0,3214","0,5258","0,2778","0,2778","0,1786","0,6250","0,2778","0,6250","0,1786","0,2778"
"smote_sample","filter: anova","knn","genomic_epidemiological","0,1013","0,1021","0,0808","0,5179","0,0494","0,2222","0,2222","0,2222","1,0000","0,3636","0,0000","0,0000","0,0000"
